Ticker,Type,Entry Date,Exit Date,Exit Reason,Entry Price,Exit Price,Qty,Gross P/L,Brokerage,Net P/L,Return %,Cumulative P/L,Equity
^NSEI,SHORT,2024-03-27 08:45,2024-03-27 09:45,T3 Cross Up,22116.15,22147.2,22,-683.07,1460.69,-2143.76,-0.44,-12252.2,1987747.8
^NSEI,LONG,2024-03-27 09:45,2024-03-28 08:45,T3 Cross Down,22147.2,22268.9,22,2677.43,1465.73,1211.69,0.25,-11040.51,1988959.49
^NSEI,SHORT,2024-03-28 08:45,2024-03-28 09:45,T3 Cross Up,22268.9,22343.1,22,-1632.38,1472.2,-3104.58,-0.63,-14145.09,1985854.91
^NSEI,LONG,2024-03-28 09:45,2024-04-01 09:45,T3 Cross Down,22343.1,22469.05,22,2770.93,1478.8,1292.12,0.26,-12852.970000000001,1987147.03
^NSEI,SHORT,2024-04-01 09:45,2024-04-02 09:45,T3 Cross Up,22469.05,22464.3,22,104.5,1482.8,-1378.3,-0.28,-14231.27,1985768.73
^NSEI,LONG,2024-04-02 09:45,2024-04-03 03:45,T3 Cross Down,22464.3,22448.6,22,-345.43,1482.13,-1827.55,-0.37,-16058.82,1983941.18
^NSEI,SHORT,2024-04-03 03:45,2024-04-03 05:45,T3 Cross Up,22448.6,22479.0,22,-668.81,1482.61,-2151.42,-0.44,-18210.239999999998,1981789.76
^NSEI,LONG,2024-04-03 05:45,2024-04-03 08:45,T3 Cross Down,22479.0,22430.7,22,-1062.62,1482.02,-2544.64,-0.51,-20754.879999999997,1979245.12
^NSEI,SHORT,2024-04-03 08:45,2024-04-04 06:45,T3 Cross Up,22430.7,22481.05,22,-1107.73,1482.09,-2589.82,-0.52,-23344.699999999997,1976655.3
^NSEI,LONG,2024-04-04 06:45,2024-04-05 06:45,T3 Cross Down,22481.05,22484.85,22,83.57,1483.87,-1400.3,-0.28,-24744.999999999996,1975255.0
^NSEI,SHORT,2024-04-05 06:45,2024-04-05 07:45,T3 Cross Up,22484.85,22504.05,22,-422.43,1484.63,-1907.06,-0.39,-26652.059999999998,1973347.94
^NSEI,LONG,2024-04-05 07:45,2024-04-09 06:45,T3 Cross Down,22504.05,22683.55,22,3949.0,1491.19,2457.81,0.5,-24194.249999999996,1975805.75
^NSEI,SHORT,2024-04-09 06:45,2024-04-10 03:45,T3 Cross Up,22683.55,22707.3,22,-522.5,1497.9,-2020.4,-0.4,-26214.649999999998,1973785.35
^NSEI,LONG,2024-04-10 03:45,2024-04-12 03:45,T3 Cross Down,22707.3,22641.7,22,-1443.23,1496.52,-2939.75,-0.59,-29154.399999999998,1970845.6
^NSEI,SHORT,2024-04-12 03:45,2024-04-16 09:45,T3 Cross Up,22641.7,22177.45,22,10213.5,1479.03,8734.47,1.75,-20419.93,1979580.07
^NSEI,LONG,2024-04-16 09:45,2024-04-18 07:45,T3 Cross Down,22177.45,22137.85,22,-871.19,1462.4,-2333.6,-0.48,-22753.53,1977246.47
^NSEI,SHORT,2024-04-18 07:45,2024-04-19 06:45,T3 Cross Up,22137.85,22044.75,22,2048.19,1458.03,590.17,0.12,-22163.36,1977836.64
^NSEI,LONG,2024-04-19 06:45,2024-04-23 08:45,T3 Cross Down,22044.75,22377.5,22,7320.5,1465.93,5854.57,1.21,-16308.79,1983691.21
^NSEI,SHORT,2024-04-23 08:45,2024-04-24 03:45,T3 Cross Up,22377.5,22435.1,22,-1267.19,1478.82,-2746.01,-0.56,-19054.800000000003,1980945.2
^NSEI,LONG,2024-04-24 03:45,2024-04-24 08:45,T3 Cross Down,22435.1,22401.75,22,-733.69,1479.62,-2213.31,-0.45,-21268.110000000004,1978731.89
^NSEI,SHORT,2024-04-24 08:45,2024-04-25 03:45,T3 Cross Up,22401.75,22457.15,22,-1218.81,1480.34,-2699.15,-0.55,-23967.260000000006,1976032.74
^NSEI,LONG,2024-04-25 03:45,2024-04-25 04:45,T3 Cross Down,22457.15,22433.15,22,-528.0,1481.38,-2009.38,-0.41,-25976.640000000007,1974023.36
^NSEI,SHORT,2024-04-25 04:45,2024-04-25 06:45,T3 Cross Up,22433.15,22452.15,22,-418.0,1481.21,-1899.21,-0.38,-27875.850000000006,1972124.15
^NSEI,LONG,2024-04-25 06:45,2024-04-26 06:45,T3 Cross Down,22452.15,22509.95,22,1271.57,1483.75,-212.18,-0.04,-28088.030000000006,1971911.97
^NSEI,SHORT,2024-04-26 06:45,2024-04-29 04:45,T3 Cross Up,22509.95,22536.85,22,-591.81,1486.54,-2078.35,-0.42,-30166.380000000005,1969833.62
^NSEI,LONG,2024-04-29 04:45,2024-04-30 08:45,T3 Cross Down,22536.85,22603.55,22,1467.43,1489.63,-22.21,-0.0,-30188.590000000004,1969811.41
^NSEI,SHORT,2024-04-30 08:45,2024-05-06 05:45,T3 Cross Up,22603.55,22520.95,22,1817.23,1489.11,328.13,0.07,-29860.460000000003,1970139.54
^NSEI,LONG,2024-05-06 05:45,2024-05-06 06:45,T3 Cross Down,22520.95,22439.4,22,-1794.07,1483.69,-3277.77,-0.66,-33138.23,1966861.77
^NSEI,SHORT,2024-05-06 06:45,2024-05-06 09:45,T3 Cross Up,22439.4,22458.0,22,-409.19,1481.61,-1890.81,-0.38,-35029.04,1964970.96
^NSEI,LONG,2024-05-06 09:45,2024-05-07 03:45,T3 Cross Down,22458.0,22398.6,22,-1306.81,1480.27,-2787.08,-0.56,-37816.12,1962183.88
^NSEI,SHORT,2024-05-07 03:45,2024-05-08 05:45,T3 Cross Up,22398.6,22331.75,22,1470.69,1476.1,-5.41,-0.0,-37821.530000000006,1962178.47
